rest name,rest add,rest open,rest type,rest rank,reviews num,Food rank,Service rank,atmosphere rank,price rank,None,Bar restaurant,Animal friendly,Possibility of sitting outside,Restaurant with free parking,A restaurant with regulated parking,Shipments,Take Away,Catering services,Chef to the house,Outdoor garden,dog friendly,Wi-fi,Country restaurant,Kosher restaurant,Accessibility for the disabled,Events up to 50 people,Family day,Restaurant for events and conferences,Team building days,fun days,meetings,Open on Friday,Sylvester,Table reservation service,Small events,Food ready to sit/take away,Boutique events,A strictly kosher restaurant,Bar/Bat Mitzvah,alliance,Open on Sundays,Events up to 30 people,Chef restaurant,"Sukkot, Tabernacles",weddings,birthdays,wedding anniversaries,Seminars,conventions,Company parties,Department Arabs,cocktail,A place for events,private room,Events up to 150 people,Tapas bar,Shabbat observant business,Restaurant with meat shop,Projector and screen,live shows,Access to public transportation,Tutorials/workshops,conference rooms,Location for photography,amplification equipment,Events up to 300 people,press conferences,Bachelor/bachelorette parties,Exhibitions,Fashion shows,Smoking area,Events up to 200 people,Night Life,Events up to 100 people,Open on Passover,"Arrangements for businesses, institutions and factories",with a sukkah,A restaurant with a wine cellar,Open on Saturday,Restaurants on the sea,sports bar,A restaurant with discounts for students,A restaurant in nature,burger club,fast food,Neighborhood bar/pub,Irish pub,Crazy Sunday,city,rest addres
"חצ'פורי דדה, קרית ים","שד' ירושלים 3, קרית ים, חיפה והקריות",No Info,Georgian restaurant,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," קרית ים, חיפה והקריות",שד' ירושלים 3
"סביח אל - חיר, חדרה","הראשונים 1, גבעת אולגה, חדרה",No Info,sandwich bar,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," גבעת אולגה, חדרה",הראשונים 1
"דורותי, ירושלים","בן שטח שמעון 3, ירושלים",No Info,Pub-bar,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ירושלים,בן שטח שמעון 3
"אקספרס החבית, מצפה רמון","נחל ציחור 10, מצפה רמון",No Info,A steakhouse,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, מצפה רמון,נחל ציחור 10
"פיצה שמש גני תקווה, גני תקווה","סמטת עין גנים 7, גני תקווה",No Info,A pizzeria,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, גני תקווה,סמטת עין גנים 7
"דולסה, חיפה","דרך הים 6, מרכז הכרמל, חיפה, חיפה והקריות",No Info,Confectionery-Mafia,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," מרכז הכרמל, חיפה, חיפה והקריות",דרך הים 6
הממלכה רעננה,"המלאכה 2, אזור תעשייה רעננה",No Info,schnitzel,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, אזור תעשייה רעננה,המלאכה 2
"פאצ'ה מאמא, רחובות","א""ד גורדון 8, רחובות",No Info,Home kitchen,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, רחובות,"א""ד גורדון 8"
"אביחי קייטרינג מעדנים, קניון לב ברקן , א.ת, ברקן",ברקן,No Info,Catering,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ברקן
"שמוליק'ס גריל בר, מרכז מסחרי, יקנעם","התמר 4, יקנעם, העמקים",No Info,A steakhouse,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," יקנעם, העמקים",התמר 4
"פלאפל הכרם, נתיבות","הרב משה חלפון הכהן 14, נתיבות",No Info,Street food,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, נתיבות,הרב משה חלפון הכהן 14
"פלאפל אחלה, חיפה","האיצטדיון 4, חיפה, חיפה והקריות",No Info,Hummus,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," חיפה, חיפה והקריות",האיצטדיון 4
"אביסרור, סיטי סנטר, צפת","צפת, גליל עליון",No Info,A steakhouse,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, גליל עליון,צפת
"קרניבור- אירועי גריל אסאדו, חצור הגלילית","חצור הגלילית, גליל עליון",No Info,Catering,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, גליל עליון,חצור הגלילית
"צ'ורסקו - קייטרינג אסאדו ארגנטינאי, מודיעין והסביבה","שד' יצחק רבין 15, מודיעין והסביבה",No Info,Catering,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, מודיעין והסביבה,שד' יצחק רבין 15
"פיצה מבוא חורון -המקום של דידי, מבוא חורון",מבוא חורון,No Info,A pizzeria,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מבוא חורון
"בורגרים - Burgerim, מתחם סי סנטר, קיסריה","הרקיע 1, קיסריה, הכרמל והסביבה",No Info,A steakhouse,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," קיסריה, הכרמל והסביבה",הרקיע 1
"משק עפאים, ירושלים","בית הכרם 19, ירושלים",No Info,coffee shop,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ירושלים,בית הכרם 19
"zariffa - zariffa, ירושלים","הורקניה 8, ירושלים",No Info,coffee shop,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ירושלים,הורקניה 8
"ביג אפל פיצה, ירושלים","לונץ משה 3, ירושלים",No Info,A pizzeria,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ירושלים,לונץ משה 3
"הנכד בורקס, אזור התעשיה, רמלה",רמלה,No Info,coffee shop,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,רמלה
"קופי שופ - Coffee Shop, נתניה","הצורן 4, נתניה",No Info,coffee shop,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, נתניה,הצורן 4
"פלאפל רץ , אשקלון","העבודה 14, אשקלון",No Info,Persian restaurant,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, אשקלון,העבודה 14
"אמריקן שניצל, מרכז צימר","שד' מנחם בגין 7, מרכז צימר אשדוד",No Info,schnitzel,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, מרכז צימר אשדוד,שד' מנחם בגין 7
"קפה יודלה, גמול בני ברק רמת גן, בני ברק","מצדה (כנרת) 9, פרדס כץ, בני ברק",No Info,coffee shop,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," פרדס כץ, בני ברק",מצדה (כנרת) 9
"הדרים קייטרינג, רמת גן","זיסמן שלום 14, מתחם הבורסה, רמת גן",No Info,Catering,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," מתחם הבורסה, רמת גן",זיסמן שלום 14
"אל דנטה , קניון ויצמן סיטי, תל אביב","ויצמן 14, ויצמן סיטי, תל אביב",No Info,Italian restaurant,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ויצמן סיטי, תל אביב",ויצמן 14
"שניצליין, באר שבע","האנרגיה 77, באר שבע",No Info,schnitzel,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, באר שבע,האנרגיה 77
"בית מאפה חושן ברכת הכוהנים, באר שבע","דוד ניב 26, באר שבע",No Info,Confectionery-Mafia,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, באר שבע,דוד ניב 26
"פלאפל צנעני - כרמי יובל, אשדוד","ז'בוטינסקי 45, סטאר סנטר, אשדוד",No Info,Street food,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," סטאר סנטר, אשדוד",ז'בוטינסקי 45
"רולדין - ROLADIN, קניון מבשרת, מבשרת ציון","החוצבים 10, מבשרת ציון",No Info,Confectionery-Mafia,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, מבשרת ציון,החוצבים 10
"פיצה ירושלים, ירושלים","מלכי ישראל 43, ירושלים",No Info,A pizzeria,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ירושלים,מלכי ישראל 43
"מקדונלד'ס, באר שבע","הע""ל 30, מול 7 MALL, באר שבע",No Info,Hamburger restaurant,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," מול 7 MALL, באר שבע","הע""ל 30"
"אבי רוזמרי, קריית ביאליק","קרן היסוד 8, קריית ביאליק, חיפה והקריות",No Info,coffee shop,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," קריית ביאליק, חיפה והקריות",קרן היסוד 8
"קפה עלית-אספרסו בר, תחנת רכבת, נתיבות","סיני, נתיבות",No Info,coffee shop,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, נתיבות,סיני
ברגר קינג - Burger King,"אריה שנקר 14, הרצליה פיתוח",No Info,Hamburger restaurant,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, הרצליה פיתוח,אריה שנקר 14
"אגדה מזרחית, דימונה","שד' יגאל אלון 23, דימונה",No Info,A steakhouse,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, דימונה,שד' יגאל אלון 23
"מושקא - Mushkah, תל אביב","אילת 4, יפו, תל אביב",No Info,Vegetarian restaurant,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," יפו, תל אביב",אילת 4
"שיפודים פלוס, תל אביב","אבן גבירול 30, תל אביב",No Info,Home kitchen,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, תל אביב,אבן גבירול 30
"שושו, עפולה","חטיבה תשע 34, עפולה, העמקים",No Info,sandwich bar,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," עפולה, העמקים",חטיבה תשע 34
"Bar Bakery - בייקרי בר, אשקלון","אייר 6, אשקלון",No Info,Confectionery-Mafia,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, אשקלון,אייר 6
"Meat and Sweets קייטרינג ברזילאי, כפר ויתקין","כפר ויתקין, עמק חפר",No Info,Catering,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, עמק חפר,כפר ויתקין
"מורגנפלד סטייק האוס, כביש 4, אכזיב","אכזיב, גליל מערבי",No Info,A steakhouse,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, גליל מערבי,אכזיב
"רולדין - ROLADIN, קניון רננים","המלאכה 2, אזור תעשייה רעננה",No Info,Confectionery-Mafia,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, אזור תעשייה רעננה,המלאכה 2
"גבריאל פלאפל, תל אביב","טרומפלדור 20, תל אביב",No Info,Hummus,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, תל אביב,טרומפלדור 20
"סאב בורגר - SAB burger, צורן","דרך לב השרון 42, צורן",No Info,Hamburger restaurant,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, צורן,דרך לב השרון 42
"אסתרנה, צים סנטר, בית שאן","העמל 7, בית שאן, העמקים",No Info,A steakhouse,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," בית שאן, העמקים",העמל 7
"דהן בשרים, צמוד לאטליז דהן, רמלה","אסתר המלכה 19, רמלה",No Info,Hummus,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, רמלה,אסתר המלכה 19
"רולדין - ROLADIN, תל אביב","ז'בוטינסקי 24, דיזנגוף, תל אביב",No Info,Confectionery-Mafia,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," דיזנגוף, תל אביב",ז'בוטינסקי 24
"בליקר בייקרי - Bleecker Bakery, מרכז הכרמל, חיפה","התשבי 130, חיפה, חיפה והקריות",No Info,coffee shop,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," חיפה, חיפה והקריות",התשבי 130
"Cofizz - Cofizz, חיפה","שלום עליכם 1, חיפה, חיפה והקריות",No Info,coffee shop,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," חיפה, חיפה והקריות",שלום עליכם 1
"בורקס בר, מרכז מסחרי קנדי, אור עקיבא","אור עקיבא, הכרמל והסביבה",No Info,Street food,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, הכרמל והסביבה,אור עקיבא
"פיצה הולייווד, בני ברק","ז'בוטינסקי 111, בני ברק",No Info,A pizzeria,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, בני ברק,ז'בוטינסקי 111
